date,pm10,pm25,co,no2,so2,o3,aerosol_optical_depth,dust,uv_index,aqi,european_aqi,hour,day,month,weekday,aqi_change_rate,aqi_lag_1,aqi_lag_7,target_aqi,temperature,humidity,wind_speed,rain
2022-09-06,44.05,23.641666666666666,354.7083333333333,16.416666666666668,17.4875,64.20833333333333,0.4891666666666667,14.875,1.7,71.95833333333333,50.0,0,6,9,1,-8.083333333333343,80.04166666666667,74.375,141.33333333333334,27.4,79,20.2,0.0
2022-09-07,43.0875,23.83333333333333,480.625,23.60833333333333,23.379166666666663,61.208333333333336,0.6095833333333334,15.833333333333334,1.6708333333333334,74.33333333333333,55.25,0,7,9,2,2.375,71.95833333333333,71.70833333333333,192.91666666666663,27.0,85,22.5,0.0
2022-09-08,60.65416666666667,36.36666666666667,766.875,34.729166666666664,33.11666666666667,94.79166666666669,0.4154166666666667,15.916666666666666,2.154166666666667,109.04166666666669,64.16666666666667,0,8,9,3,34.70833333333336,74.33333333333333,62.91666666666666,174.625,27.7,84,21.5,0.0
2022-09-09,83.34166666666667,52.87916666666666,798.375,31.3,29.929166666666664,122.16666666666669,0.5425000000000001,14.125,1.9125,141.33333333333334,76.75,0,9,9,4,32.29166666666666,109.04166666666669,61.708333333333336,162.83333333333334,29.7,77,22.8,0.0
2022-09-10,126.83333333333331,84.8625,1069.4583333333333,38.97916666666666,36.55416666666667,165.29166666666666,0.6995833333333333,9.791666666666666,1.65,192.91666666666663,94.29166666666669,0,10,9,5,51.583333333333286,141.33333333333334,63.375,167.125,30.9,72,19.7,0.0
2022-09-11,64.47500000000001,41.458333333333336,754.0,28.204166666666666,30.820833333333336,114.0,0.6358333333333334,8.375,1.6416666666666666,174.625,97.83333333333331,0,11,9,6,-18.29166666666663,192.91666666666663,74.83333333333333,98.70833333333331,29.6,78,23.5,0.0
2022-09-12,98.1,64.35833333333333,973.875,38.19166666666667,36.93333333333333,143.625,1.105,11.458333333333334,1.1666666666666667,162.83333333333334,81.5,0,12,9,0,-11.791666666666657,174.625,80.04166666666667,70.29166666666667,29.0,83,17.4,0.1
2022-09-13,69.3625,43.875,893.25,40.4875,38.25416666666667,101.125,1.1166666666666667,13.083333333333334,1.20625,167.125,89.29166666666667,0,13,9,1,4.291666666666657,162.83333333333334,71.95833333333333,72.125,29.9,78,20.7,0.0
2022-09-14,41.07083333333333,23.616666666666664,527.9583333333334,23.03333333333333,22.22083333333333,59.333333333333336,0.77375,13.375,1.6020833333333335,98.70833333333331,66.875,0,14,9,2,-68.41666666666669,167.125,74.33333333333333,79.70833333333333,29.9,77,28.8,0.0
2022-09-15,36.30833333333333,19.683333333333334,293.3333333333333,11.508333333333333,11.75,57.79166666666666,0.56375,11.958333333333334,1.81875,70.29166666666667,46.54166666666666,0,15,9,3,-28.416666666666643,98.70833333333331,109.04166666666669,87.54166666666667,28.6,82,31.2,0.0
2022-09-16,47.07083333333333,24.53333333333333,240.91666666666663,8.883333333333333,8.6,65.45833333333333,0.4408333333333333,17.083333333333332,1.81875,72.125,49.583333333333336,0,16,9,4,1.8333333333333286,70.29166666666667,141.33333333333334,83.79166666666667,28.3,78,33.3,0.3
2022-09-17,57.275,28.0125,269.4166666666667,11.895833333333334,10.658333333333331,69.16666666666667,0.5441666666666667,26.75,1.6854166666666666,79.70833333333333,60.66666666666666,0,17,9,5,7.583333333333329,72.125,192.91666666666663,71.625,28.2,76,26.1,0.3
2022-09-18,60.958333333333336,29.791666666666668,346.7916666666667,17.054166666666667,15.0125,66.58333333333333,0.545,34.875,1.63125,87.54166666666667,64.58333333333333,0,18,9,6,7.833333333333343,79.70833333333333,174.625,63.25,27.9,79,22.4,0.0
2022-09-19,52.17916666666667,25.425,352.0,16.520833333333332,14.595833333333331,64.5,0.35,32.625,1.9354166666666668,83.79166666666667,62.583333333333336,0,19,9,0,-3.75,87.54166666666667,162.83333333333334,62.0,27.5,79,23.0,0.0
